age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,event_time
48,technician,married,secondary,no,606,yes,no,cellular,19,aug,231,4,-1,0,unknown,no,2026-01-28 21:00:00
36,admin.,married,secondary,no,75,yes,no,unknown,4,jul,52,4,-1,0,unknown,no,2026-01-28 22:00:00
38,blue-collar,married,primary,no,630,yes,no,unknown,23,may,201,3,-1,0,unknown,no,2026-01-28 23:00:00
42,blue-collar,divorced,primary,no,1278,no,no,cellular,29,jul,422,4,-1,0,unknown,no,2026-01-29 00:00:00
30,student,single,secondary,no,48,no,no,cellular,18,aug,161,1,173,1,failure,yes,2026-01-29 01:00:00
29,blue-collar,married,primary,no,10045,yes,no,cellular,16,apr,617,1,322,4,failure,no,2026-01-29 02:00:00
35,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,114,3,-1,0,unknown,no,2026-01-29 03:00:00
36,management,divorced,tertiary,no,5195,yes,no,unknown,2,jun,55,25,-1,0,unknown,no,2026-01-29 04:00:00
37,services,single,secondary,no,253,yes,yes,unknown,9,may,280,1,-1,0,unknown,no,2026-01-29 05:00:00
59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,241,2,-1,0,unknown,yes,2026-01-29 06:00:00
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,2,164,4,other,yes,2026-01-29 07:00:00
54,blue-collar,married,primary,no,1659,no,no,cellular,12,aug,50,5,-1,0,unknown,no,2026-01-29 08:00:00
56,technician,married,tertiary,no,52,no,no,unknown,20,jun,191,3,-1,0,unknown,no,2026-01-29 09:00:00
36,blue-collar,married,primary,no,21,no,no,telephone,20,nov,35,1,-1,0,unknown,no,2026-01-29 10:00:00
39,services,single,secondary,no,3,no,yes,unknown,3,jul,206,1,-1,0,unknown,no,2026-01-29 11:00:00
53,blue-collar,married,primary,no,570,no,no,cellular,20,aug,158,4,-1,0,unknown,no,2026-01-29 12:00:00
54,admin.,married,primary,no,11686,yes,yes,cellular,12,may,114,1,-1,0,unknown,no,2026-01-29 13:00:00
60,retired,married,secondary,yes,0,no,no,cellular,19,aug,316,2,-1,0,unknown,no,2026-01-29 14:00:00
34,management,single,tertiary,no,421,no,no,cellular,11,aug,383,3,-1,0,unknown,no,2026-01-29 15:00:00
59,retired,married,secondary,no,0,no,no,cellular,28,aug,23,15,-1,0,unknown,no,2026-01-29 16:00:00
53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown,no,2026-01-29 17:00:00
36,unemployed,single,secondary,no,115,no,no,cellular,9,feb,71,2,-1,0,unknown,no,2026-01-29 18:00:00
39,management,single,tertiary,no,122,yes,no,cellular,5,feb,787,1,-1,0,unknown,no,2026-01-29 19:00:00
39,entrepreneur,married,tertiary,no,442,no,no,cellular,21,nov,10,3,-1,0,unknown,no,2026-01-29 20:00:00
28,blue-collar,married,primary,no,15,yes,no,unknown,13,may,87,2,-1,0,unknown,no,2026-01-29 21:00:00
48,admin.,married,secondary,no,35,no,no,cellular,27,aug,80,4,-1,0,unknown,no,2026-01-29 22:00:00
40,admin.,single,secondary,no,-227,yes,no,unknown,7,may,161,3,-1,0,unknown,no,2026-01-29 23:00:00
33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no,2026-01-30 00:00:00
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown,no,2026-01-30 01:00:00
57,retired,divorced,primary,yes,0,no,yes,cellular,24,jul,125,2,-1,0,unknown,no,2026-01-30 02:00:00
34,admin.,single,secondary,no,3626,yes,yes,cellular,20,nov,88,2,-1,0,unknown,no,2026-01-30 03:00:00
37,blue-collar,single,secondary,no,2390,yes,no,cellular,20,apr,20,2,335,12,failure,no,2026-01-30 04:00:00
29,services,single,secondary,no,193,yes,no,unknown,30,may,288,2,-1,0,unknown,no,2026-01-30 05:00:00
37,admin.,married,secondary,no,274,yes,no,unknown,27,may,731,3,-1,0,unknown,yes,2026-01-30 06:00:00
45,management,married,tertiary,no,0,no,yes,cellular,15,jul,112,4,-1,0,unknown,no,2026-01-30 07:00:00
28,services,single,secondary,no,117,yes,no,cellular,11,may,133,1,-1,0,unknown,no,2026-01-30 08:00:00
32,admin.,divorced,secondary,no,4,yes,no,cellular,30,apr,48,1,-1,0,unknown,no,2026-01-30 09:00:00
49,technician,single,unknown,no,350,no,no,cellular,28,jan,91,3,-1,0,unknown,no,2026-01-30 10:00:00
34,technician,single,unknown,no,4223,no,yes,cellular,20,nov,133,1,-1,0,unknown,no,2026-01-30 11:00:00
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes,2026-01-30 12:00:00
24,technician,single,secondary,no,-103,yes,yes,unknown,5,may,145,1,-1,0,unknown,no,2026-01-30 13:00:00
32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,-1,0,unknown,yes,2026-01-30 14:00:00
30,technician,single,tertiary,no,987,no,no,cellular,9,apr,98,6,-1,0,unknown,no,2026-01-30 15:00:00
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,2,-1,0,unknown,yes,2026-01-30 16:00:00
55,management,divorced,tertiary,no,29484,no,no,cellular,20,nov,151,2,-1,0,unknown,no,2026-01-30 17:00:00
40,admin.,single,secondary,no,-109,yes,yes,unknown,6,may,170,1,-1,0,unknown,no,2026-01-30 18:00:00
38,blue-collar,married,secondary,no,475,yes,no,cellular,5,feb,412,1,-1,0,unknown,no,2026-01-30 19:00:00
42,services,married,secondary,no,-1,yes,no,cellular,8,jul,38,2,-1,0,unknown,no,2026-01-30 20:00:00
53,unemployed,married,secondary,yes,-233,yes,no,cellular,11,may,133,3,-1,0,unknown,no,2026-01-30 21:00:00
36,blue-collar,married,primary,no,23,yes,no,unknown,6,may,400,2,-1,0,unknown,no,2026-01-30 22:00:00
50,services,married,secondary,no,77,no,no,cellular,27,may,138,2,-1,0,unknown,no,2026-01-30 23:00:00
56,services,married,secondary,no,144,no,no,cellular,6,aug,184,2,-1,0,unknown,no,2026-01-31 00:00:00
35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,73,4,-1,0,unknown,no,2026-01-31 01:00:00
49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,yes,2026-01-31 02:00:00
56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,422,4,-1,0,unknown,no,2026-01-31 03:00:00
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210,3,-1,0,unknown,no,2026-01-31 04:00:00
30,admin.,single,tertiary,no,2351,no,yes,cellular,28,jul,91,13,-1,0,unknown,no,2026-01-31 05:00:00
44,technician,married,secondary,no,5163,no,no,cellular,11,aug,48,2,-1,0,unknown,no,2026-01-31 06:00:00
39,unemployed,divorced,secondary,no,6322,no,no,unknown,8,may,184,1,-1,0,unknown,no,2026-01-31 07:00:00
44,blue-collar,married,secondary,no,1025,yes,no,cellular,21,dec,116,2,202,1,failure,no,2026-01-31 08:00:00
42,technician,married,tertiary,no,1079,no,no,cellular,31,jul,61,2,-1,0,unknown,no,2026-01-31 09:00:00
30,management,single,tertiary,no,376,yes,no,cellular,21,nov,710,1,-1,0,unknown,yes,2026-01-31 10:00:00
31,services,single,secondary,no,0,yes,no,cellular,17,apr,815,2,-1,0,unknown,no,2026-01-31 11:00:00
45,admin.,divorced,unknown,no,857,no,no,telephone,8,jul,49,7,-1,0,unknown,no,2026-01-31 12:00:00
48,management,married,tertiary,no,7867,yes,yes,unknown,30,may,306,3,-1,0,unknown,no,2026-01-31 13:00:00
22,admin.,single,secondary,no,4111,no,yes,cellular,19,aug,65,1,-1,0,unknown,no,2026-01-31 14:00:00
41,technician,married,tertiary,no,139,no,no,cellular,18,aug,781,2,-1,0,unknown,no,2026-01-31 15:00:00
34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,unknown,no,2026-01-31 16:00:00
22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes,2026-01-31 17:00:00
38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,yes,2026-01-31 18:00:00
48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes,2026-01-31 19:00:00
58,services,married,primary,no,2946,yes,no,cellular,14,may,467,1,-1,0,unknown,yes,2026-01-31 20:00:00
39,blue-collar,married,secondary,no,230,yes,yes,cellular,21,jul,38,1,-1,0,unknown,no,2026-01-31 21:00:00
26,blue-collar,married,secondary,no,490,yes,no,unknown,23,jun,82,5,-1,0,unknown,no,2026-01-31 22:00:00
35,technician,single,secondary,no,175,yes,no,unknown,28,may,223,1,-1,0,unknown,no,2026-01-31 23:00:00
25,admin.,married,secondary,no,10,yes,no,unknown,9,may,393,2,-1,0,unknown,no,2026-02-01 00:00:00
42,admin.,married,secondary,no,247,yes,no,cellular,31,jul,76,5,-1,0,unknown,no,2026-02-01 01:00:00
52,management,divorced,tertiary,no,-803,yes,no,cellular,7,aug,131,3,-1,0,unknown,no,2026-02-01 02:00:00
61,unknown,married,tertiary,no,50,no,no,unknown,19,jun,216,2,-1,0,unknown,no,2026-02-01 03:00:00
44,blue-collar,married,secondary,no,776,yes,no,unknown,29,may,306,1,-1,0,unknown,no,2026-02-01 04:00:00
39,blue-collar,married,secondary,no,345,yes,no,cellular,15,jul,179,3,-1,0,unknown,no,2026-02-01 05:00:00
25,student,single,secondary,no,1116,yes,no,cellular,2,mar,170,3,-1,0,unknown,no,2026-02-01 06:00:00
34,blue-collar,single,primary,no,0,yes,yes,cellular,21,jul,100,2,-1,0,unknown,no,2026-02-01 07:00:00
49,blue-collar,married,secondary,no,1230,yes,yes,cellular,15,may,167,2,373,3,failure,no,2026-02-01 08:00:00
31,self-employed,single,secondary,no,148,yes,yes,cellular,20,nov,1145,4,-1,0,unknown,no,2026-02-01 09:00:00
38,management,married,tertiary,no,1354,yes,no,cellular,8,jun,127,3,130,2,failure,no,2026-02-01 10:00:00
23,blue-collar,single,primary,no,145,yes,no,unknown,4,jun,1519,1,-1,0,unknown,no,2026-02-01 11:00:00
41,self-employed,divorced,tertiary,no,1256,no,no,telephone,9,feb,147,3,-1,0,unknown,no,2026-02-01 12:00:00
28,student,single,secondary,no,970,no,no,telephone,4,aug,297,1,-1,0,unknown,no,2026-02-01 13:00:00
27,blue-collar,single,unknown,no,-15,yes,yes,cellular,15,may,212,4,312,6,other,no,2026-02-01 14:00:00
48,technician,married,tertiary,no,1036,yes,yes,telephone,17,nov,71,2,-1,0,unknown,no,2026-02-01 15:00:00
32,management,single,tertiary,no,258,yes,no,cellular,29,aug,131,4,-1,0,unknown,no,2026-02-01 16:00:00
55,self-employed,married,secondary,no,2678,no,yes,cellular,18,aug,151,12,-1,0,unknown,no,2026-02-01 17:00:00
32,services,married,secondary,no,2196,yes,no,cellular,21,jul,1156,1,-1,0,unknown,no,2026-02-01 18:00:00
35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,jul,65,50,-1,0,unknown,no,2026-02-01 19:00:00
29,entrepreneur,married,secondary,no,65,yes,no,cellular,28,jul,19,14,-1,0,unknown,no,2026-02-01 20:00:00
49,blue-collar,married,secondary,no,1264,no,no,cellular,8,aug,140,3,-1,0,unknown,no,2026-02-01 21:00:00
78,retired,married,unknown,no,3208,no,no,telephone,20,may,351,3,-1,0,unknown,yes,2026-02-01 22:00:00
30,blue-collar,married,secondary,no,0,no,no,unknown,19,may,159,3,-1,0,unknown,no,2026-02-01 23:00:00
37,admin.,married,secondary,no,1345,yes,no,unknown,3,jun,59,2,-1,0,unknown,no,2026-02-02 00:00:00
29,self-employed,single,tertiary,no,270,yes,no,cellular,15,oct,94,5,274,11,failure,no,2026-02-02 01:00:00
26,blue-collar,single,secondary,no,450,no,yes,cellular,3,feb,542,1,-1,0,unknown,no,2026-02-02 02:00:00
44,blue-collar,married,primary,no,2467,yes,no,unknown,15,may,36,1,-1,0,unknown,no,2026-02-02 03:00:00
23,student,single,secondary,no,107,no,no,cellular,14,oct,84,1,183,1,success,yes,2026-02-02 04:00:00
33,management,single,secondary,no,-298,no,no,cellular,22,aug,168,2,-1,0,unknown,no,2026-02-02 05:00:00
48,entrepreneur,married,tertiary,no,0,no,yes,cellular,8,aug,85,9,-1,0,unknown,no,2026-02-02 06:00:00
53,self-employed,married,secondary,no,1066,yes,no,cellular,7,may,57,2,170,4,failure,no,2026-02-02 07:00:00
32,services,single,secondary,no,182,yes,no,cellular,6,may,145,1,-1,0,unknown,no,2026-02-02 08:00:00
37,management,divorced,tertiary,no,503,yes,no,cellular,6,may,220,1,-1,0,unknown,no,2026-02-02 09:00:00
55,retired,married,secondary,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no,2026-02-02 10:00:00
46,admin.,married,secondary,no,311,no,no,cellular,7,aug,225,6,-1,0,unknown,no,2026-02-02 11:00:00
57,management,married,primary,no,772,yes,no,telephone,8,sep,201,1,292,1,failure,no,2026-02-02 12:00:00
44,management,married,tertiary,no,1858,no,no,cellular,6,aug,113,4,-1,0,unknown,no,2026-02-02 13:00:00
56,management,married,primary,no,93,yes,no,unknown,7,may,282,2,-1,0,unknown,no,2026-02-02 14:00:00
47,blue-collar,divorced,primary,no,223,yes,no,telephone,7,may,140,2,-1,0,unknown,no,2026-02-02 15:00:00
43,technician,married,tertiary,no,226,no,no,cellular,21,aug,156,6,-1,0,unknown,no,2026-02-02 16:00:00
44,entrepreneur,married,primary,no,650,yes,no,cellular,6,may,142,2,-1,0,unknown,no,2026-02-02 17:00:00
24,technician,single,tertiary,no,1954,yes,yes,unknown,27,may,78,1,-1,0,unknown,no,2026-02-02 18:00:00
49,blue-collar,married,secondary,no,360,no,no,cellular,10,jul,168,1,-1,0,unknown,no,2026-02-02 19:00:00
42,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,2,90,4,failure,yes,2026-02-02 20:00:00
46,services,married,primary,no,116,yes,no,cellular,18,may,267,4,341,3,failure,no,2026-02-02 21:00:00
38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown,yes,2026-02-02 22:00:00
44,blue-collar,married,primary,no,412,yes,no,unknown,15,may,56,13,-1,0,unknown,no,2026-02-02 23:00:00
51,blue-collar,married,primary,no,303,yes,no,unknown,3,jun,87,7,-1,0,unknown,no,2026-02-03 00:00:00
25,management,single,tertiary,no,89,no,no,cellular,7,sep,274,1,-1,0,unknown,no,2026-02-03 01:00:00
47,technician,married,secondary,no,6704,yes,no,cellular,20,nov,37,2,-1,0,unknown,no,2026-02-03 02:00:00
55,management,divorced,tertiary,no,5399,no,yes,cellular,30,apr,124,1,28,3,failure,no,2026-02-03 03:00:00
32,blue-collar,single,secondary,yes,-575,yes,no,cellular,14,may,24,6,346,9,failure,no,2026-02-03 04:00:00
34,technician,single,tertiary,no,19,no,no,cellular,20,aug,345,3,-1,0,unknown,no,2026-02-03 05:00:00
57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,may,383,1,-1,0,unknown,no,2026-02-03 06:00:00
52,blue-collar,married,primary,no,4793,yes,no,unknown,6,jun,176,2,-1,0,unknown,no,2026-02-03 07:00:00
33,management,divorced,tertiary,no,-336,no,no,cellular,12,aug,75,2,-1,0,unknown,no,2026-02-03 08:00:00
62,retired,married,secondary,no,2917,no,no,cellular,12,apr,147,1,188,1,success,no,2026-02-03 09:00:00
37,technician,single,secondary,no,864,yes,no,unknown,30,may,171,1,-1,0,unknown,no,2026-02-03 10:00:00
40,technician,married,tertiary,no,397,no,no,unknown,18,jun,50,1,-1,0,unknown,no,2026-02-03 11:00:00
37,blue-collar,divorced,secondary,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,no,2026-02-03 12:00:00
38,management,married,tertiary,no,89,yes,no,cellular,14,may,71,1,360,10,failure,no,2026-02-03 13:00:00
59,retired,married,primary,no,488,no,no,cellular,31,jul,231,2,-1,0,unknown,no,2026-02-03 14:00:00
31,services,single,secondary,no,1987,yes,no,telephone,20,nov,55,2,-1,0,unknown,no,2026-02-03 15:00:00
50,management,married,secondary,no,-44,yes,no,unknown,27,may,45,1,-1,0,unknown,no,2026-02-03 16:00:00
48,management,married,tertiary,no,734,yes,no,unknown,17,jun,1208,3,-1,0,unknown,no,2026-02-03 17:00:00
51,blue-collar,divorced,primary,no,-413,yes,no,unknown,29,may,331,4,-1,0,unknown,no,2026-02-03 18:00:00
49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,97,6,-1,0,unknown,no,2026-02-03 19:00:00
35,management,married,tertiary,no,3168,no,no,cellular,22,aug,24,30,-1,0,unknown,no,2026-02-03 20:00:00
35,services,married,secondary,no,74,yes,no,unknown,27,may,112,1,-1,0,unknown,no,2026-02-03 21:00:00
57,management,married,primary,no,-226,yes,no,unknown,4,jun,272,1,-1,0,unknown,no,2026-02-03 22:00:00
47,technician,married,unknown,no,178,yes,no,unknown,6,may,169,1,-1,0,unknown,no,2026-02-03 23:00:00
40,blue-collar,married,primary,no,68,yes,no,unknown,30,may,170,19,-1,0,unknown,no,2026-02-04 00:00:00
38,management,married,tertiary,no,551,yes,no,unknown,12,may,1875,4,-1,0,unknown,no,2026-02-04 01:00:00
53,admin.,divorced,secondary,no,-394,yes,no,unknown,15,may,599,2,-1,0,unknown,no,2026-02-04 02:00:00
38,blue-collar,married,secondary,no,222,yes,yes,cellular,7,jul,164,5,-1,0,unknown,no,2026-02-04 03:00:00
44,blue-collar,married,secondary,no,1311,yes,no,cellular,13,may,184,1,364,1,failure,no,2026-02-04 04:00:00
40,admin.,married,secondary,no,0,no,no,cellular,26,oct,87,2,200,2,failure,no,2026-02-04 05:00:00
41,entrepreneur,married,tertiary,no,340,yes,no,cellular,16,jul,206,2,-1,0,unknown,no,2026-02-04 06:00:00
30,blue-collar,married,secondary,no,10395,yes,no,cellular,20,nov,121,1,-1,0,unknown,no,2026-02-04 07:00:00
48,blue-collar,single,secondary,no,0,yes,no,cellular,5,may,95,1,-1,0,unknown,no,2026-02-04 08:00:00
35,unemployed,single,secondary,no,221,no,no,cellular,29,jan,374,1,-1,0,unknown,no,2026-02-04 09:00:00
53,technician,divorced,secondary,no,45,no,no,unknown,28,may,171,6,-1,0,unknown,no,2026-02-04 10:00:00
34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,113,1,332,2,failure,no,2026-02-04 11:00:00
30,admin.,single,secondary,no,-1,yes,no,unknown,28,may,141,1,-1,0,unknown,no,2026-02-04 12:00:00
51,management,married,tertiary,no,938,no,no,cellular,11,nov,98,2,97,3,failure,no,2026-02-04 13:00:00
36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown,yes,2026-02-04 14:00:00
49,admin.,married,secondary,no,512,yes,yes,unknown,14,may,455,3,-1,0,unknown,no,2026-02-04 15:00:00
44,management,married,tertiary,no,-199,yes,no,telephone,22,jul,261,12,-1,0,unknown,no,2026-02-04 16:00:00
45,technician,divorced,secondary,no,72,yes,no,cellular,31,jul,115,5,-1,0,unknown,no,2026-02-04 17:00:00
32,technician,married,tertiary,no,4654,yes,yes,cellular,15,jul,134,2,-1,0,unknown,no,2026-02-04 18:00:00
41,admin.,married,secondary,no,752,no,yes,cellular,8,may,86,4,-1,0,unknown,no,2026-02-04 19:00:00
44,technician,married,secondary,no,2626,yes,no,unknown,14,may,567,3,-1,0,unknown,no,2026-02-04 20:00:00
45,blue-collar,married,secondary,no,162,no,no,cellular,8,aug,130,2,-1,0,unknown,no,2026-02-04 21:00:00
59,admin.,married,secondary,no,205,no,no,telephone,1,jun,277,1,-1,0,unknown,no,2026-02-04 22:00:00
39,technician,divorced,secondary,no,807,yes,yes,cellular,13,may,69,1,260,6,failure,no,2026-02-04 23:00:00
