age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,event_time
29,admin.,married,secondary,no,0,yes,no,unknown,9,may,121,1,-1,0,unknown,no,2025-09-23 03:00:00
49,unemployed,married,tertiary,no,377,no,no,cellular,24,mar,74,2,-1,0,unknown,no,2025-09-23 04:00:00
32,technician,single,secondary,no,648,no,yes,cellular,21,jul,166,1,-1,0,unknown,no,2025-09-23 05:00:00
37,admin.,married,tertiary,no,1988,no,no,cellular,17,nov,397,2,-1,0,unknown,no,2025-09-23 06:00:00
37,blue-collar,single,primary,no,914,no,no,unknown,11,jun,72,1,-1,0,unknown,no,2025-09-23 07:00:00
58,retired,married,secondary,no,1172,no,no,cellular,31,jul,86,1,-1,0,unknown,no,2025-09-23 08:00:00
46,technician,married,secondary,no,488,no,no,unknown,5,jun,92,1,-1,0,unknown,no,2025-09-23 09:00:00
46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,-1,0,unknown,yes,2025-09-23 10:00:00
48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,no,2025-09-23 11:00:00
48,management,married,unknown,no,0,yes,no,cellular,8,may,612,1,344,1,other,no,2025-09-23 12:00:00
35,management,single,tertiary,no,3,yes,yes,cellular,6,feb,217,1,-1,0,unknown,no,2025-09-23 13:00:00
35,blue-collar,married,secondary,no,527,yes,yes,unknown,7,may,143,1,-1,0,unknown,no,2025-09-23 14:00:00
41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,2,275,2,failure,no,2025-09-23 15:00:00
60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124,1,-1,0,unknown,no,2025-09-23 16:00:00
35,management,married,secondary,no,724,yes,no,cellular,18,oct,102,3,96,3,success,no,2025-09-23 17:00:00
30,services,married,primary,no,-224,yes,no,cellular,24,jul,79,3,-1,0,unknown,no,2025-09-23 18:00:00
33,housemaid,married,primary,no,451,yes,no,cellular,11,may,327,1,-1,0,unknown,no,2025-09-23 19:00:00
44,admin.,married,secondary,no,61,no,yes,telephone,4,feb,1261,3,-1,0,unknown,no,2025-09-23 20:00:00
53,unemployed,divorced,secondary,no,4512,no,no,unknown,19,jun,203,2,-1,0,unknown,no,2025-09-23 21:00:00
53,management,single,primary,no,208,yes,no,unknown,19,may,179,9,-1,0,unknown,no,2025-09-23 22:00:00
30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes,2025-09-23 23:00:00
31,admin.,single,tertiary,no,98,no,yes,cellular,18,jul,85,2,-1,0,unknown,no,2025-09-24 00:00:00
60,admin.,divorced,secondary,no,162,no,no,unknown,27,may,74,1,-1,0,unknown,no,2025-09-24 01:00:00
30,management,single,tertiary,no,78,yes,no,unknown,15,may,73,2,-1,0,unknown,no,2025-09-24 02:00:00
47,admin.,married,secondary,no,3676,no,no,cellular,15,jul,415,2,342,1,other,yes,2025-09-24 03:00:00
35,admin.,married,secondary,no,1345,yes,no,cellular,20,apr,163,1,271,1,failure,no,2025-09-24 04:00:00
53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no,2025-09-24 05:00:00
36,admin.,single,secondary,no,3457,no,no,unknown,19,may,103,4,-1,0,unknown,no,2025-09-24 06:00:00
52,services,divorced,secondary,no,765,yes,no,unknown,20,jun,27,3,-1,0,unknown,no,2025-09-24 07:00:00
40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,-1,0,unknown,yes,2025-09-24 08:00:00
32,technician,single,secondary,no,55,yes,no,cellular,18,may,185,1,-1,0,unknown,no,2025-09-24 09:00:00
47,housemaid,divorced,primary,no,61,no,no,cellular,29,jul,69,5,-1,0,unknown,no,2025-09-24 10:00:00
26,blue-collar,single,secondary,no,4751,no,no,cellular,3,feb,231,3,-1,0,unknown,no,2025-09-24 11:00:00
26,technician,married,tertiary,no,-385,yes,no,cellular,28,jul,163,3,-1,0,unknown,no,2025-09-24 12:00:00
34,services,single,secondary,no,66,no,yes,unknown,30,jun,450,2,-1,0,unknown,no,2025-09-24 13:00:00
58,management,married,tertiary,no,5680,no,no,unknown,18,jun,114,1,-1,0,unknown,no,2025-09-24 14:00:00
33,management,single,tertiary,no,283,yes,no,cellular,14,may,40,1,-1,0,unknown,no,2025-09-24 15:00:00
52,technician,married,secondary,no,989,no,no,cellular,11,aug,356,1,-1,0,unknown,no,2025-09-24 16:00:00
63,retired,married,secondary,no,1486,no,no,cellular,14,may,698,5,316,3,other,no,2025-09-24 17:00:00
58,admin.,married,secondary,no,749,yes,no,unknown,14,may,151,2,-1,0,unknown,no,2025-09-24 18:00:00
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,13,may,199,1,173,2,failure,no,2025-09-24 19:00:00
59,housemaid,married,primary,no,352,no,no,telephone,21,jul,132,10,-1,0,unknown,no,2025-09-24 20:00:00
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,-1,0,unknown,no,2025-09-24 21:00:00
40,management,married,tertiary,no,1548,yes,no,cellular,13,apr,101,3,-1,0,unknown,no,2025-09-24 22:00:00
37,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,1,-1,0,unknown,yes,2025-09-24 23:00:00
42,admin.,single,secondary,no,664,yes,no,cellular,13,may,113,1,-1,0,unknown,no,2025-09-25 00:00:00
42,blue-collar,single,secondary,no,7547,no,no,cellular,29,jul,1569,2,-1,0,unknown,no,2025-09-25 01:00:00
32,management,married,tertiary,no,4945,no,no,cellular,4,jun,160,1,119,2,other,yes,2025-09-25 02:00:00
45,technician,single,secondary,no,1171,yes,no,cellular,17,nov,34,1,-1,0,unknown,no,2025-09-25 03:00:00
48,technician,married,secondary,no,98,no,no,cellular,27,aug,146,4,-1,0,unknown,no,2025-09-25 04:00:00
41,management,married,tertiary,no,0,no,yes,unknown,16,may,330,4,-1,0,unknown,no,2025-09-25 05:00:00
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,no,2025-09-25 06:00:00
35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other,yes,2025-09-25 07:00:00
39,management,married,tertiary,no,224,no,no,cellular,20,aug,414,2,-1,0,unknown,no,2025-09-25 08:00:00
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no,2025-09-25 09:00:00
43,blue-collar,married,secondary,no,0,no,no,unknown,6,may,187,1,-1,0,unknown,no,2025-09-25 10:00:00
44,blue-collar,married,primary,no,1766,yes,no,cellular,20,nov,100,1,-1,0,unknown,no,2025-09-25 11:00:00
40,technician,divorced,secondary,no,0,no,no,cellular,26,aug,67,2,-1,0,unknown,no,2025-09-25 12:00:00
29,management,single,tertiary,no,15459,no,no,cellular,26,may,245,3,97,7,success,no,2025-09-25 13:00:00
37,retired,divorced,secondary,no,79,no,no,cellular,15,jul,110,2,-1,0,unknown,no,2025-09-25 14:00:00
35,blue-collar,single,secondary,no,507,no,no,unknown,17,jun,43,6,-1,0,unknown,no,2025-09-25 15:00:00
56,admin.,married,secondary,no,3784,no,no,unknown,21,may,672,6,-1,0,unknown,no,2025-09-25 16:00:00
30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,-1,0,unknown,no,2025-09-25 17:00:00
37,self-employed,divorced,tertiary,no,60,no,yes,unknown,4,jul,426,3,-1,0,unknown,no,2025-09-25 18:00:00
46,blue-collar,married,secondary,no,-396,no,yes,cellular,4,aug,115,1,-1,0,unknown,no,2025-09-25 19:00:00
37,blue-collar,single,secondary,no,1184,yes,no,cellular,20,nov,149,2,-1,0,unknown,no,2025-09-25 20:00:00
60,self-employed,married,tertiary,no,3,no,no,cellular,18,aug,80,2,-1,0,unknown,no,2025-09-25 21:00:00
33,admin.,divorced,tertiary,no,891,no,no,cellular,8,may,398,2,-1,0,unknown,yes,2025-09-25 22:00:00
26,student,single,secondary,no,119,no,no,cellular,3,feb,247,3,-1,0,unknown,no,2025-09-25 23:00:00
53,technician,married,unknown,no,6859,yes,no,unknown,20,jun,32,27,-1,0,unknown,no,2025-09-26 00:00:00
43,admin.,single,secondary,no,309,yes,no,telephone,6,feb,24,5,276,1,other,no,2025-09-26 01:00:00
36,admin.,single,secondary,no,133,no,no,cellular,30,jan,632,3,228,14,other,no,2025-09-26 02:00:00
38,technician,married,secondary,no,0,no,no,cellular,25,aug,431,5,-1,0,unknown,no,2025-09-26 03:00:00
42,admin.,divorced,secondary,no,490,yes,no,cellular,8,feb,203,2,188,1,failure,no,2025-09-26 04:00:00
53,blue-collar,married,primary,no,225,no,no,cellular,18,jul,171,7,-1,0,unknown,no,2025-09-26 05:00:00
40,blue-collar,married,secondary,no,1039,yes,no,cellular,20,nov,57,2,-1,0,unknown,no,2025-09-26 06:00:00
44,unemployed,divorced,primary,no,757,no,no,unknown,30,may,498,4,-1,0,unknown,no,2025-09-26 07:00:00
33,admin.,married,secondary,no,7,yes,no,cellular,17,apr,612,1,148,1,failure,no,2025-09-26 08:00:00
55,technician,married,secondary,no,57,yes,no,unknown,12,jun,331,12,-1,0,unknown,no,2025-09-26 09:00:00
31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,154,3,367,2,failure,no,2025-09-26 10:00:00
31,entrepreneur,married,tertiary,no,312,no,no,cellular,29,jan,468,2,-1,0,unknown,no,2025-09-26 11:00:00
35,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,90,6,-1,0,unknown,no,2025-09-26 12:00:00
29,technician,married,tertiary,no,975,no,no,unknown,1,jul,56,1,-1,0,unknown,no,2025-09-26 13:00:00
41,management,divorced,tertiary,no,4329,yes,no,cellular,13,aug,559,4,-1,0,unknown,no,2025-09-26 14:00:00
34,management,single,tertiary,no,1228,no,no,cellular,13,aug,99,2,105,10,success,no,2025-09-26 15:00:00
26,services,single,secondary,no,8206,yes,no,unknown,13,may,213,2,-1,0,unknown,no,2025-09-26 16:00:00
39,housemaid,married,primary,no,0,yes,no,cellular,19,aug,92,4,-1,0,unknown,no,2025-09-26 17:00:00
29,management,married,tertiary,no,202,yes,no,cellular,7,may,378,1,-1,0,unknown,no,2025-09-26 18:00:00
56,management,married,tertiary,no,3610,yes,no,cellular,19,nov,162,4,-1,0,unknown,no,2025-09-26 19:00:00
26,technician,single,tertiary,no,291,no,yes,cellular,8,jul,393,1,-1,0,unknown,no,2025-09-26 20:00:00
31,technician,married,tertiary,no,-502,yes,yes,unknown,26,may,523,2,-1,0,unknown,no,2025-09-26 21:00:00
22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,-1,0,unknown,yes,2025-09-26 22:00:00
48,services,divorced,secondary,no,0,no,no,unknown,5,jun,428,1,-1,0,unknown,no,2025-09-26 23:00:00
38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no,2025-09-27 00:00:00
45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes,2025-09-27 01:00:00
48,admin.,single,secondary,no,0,yes,yes,cellular,8,jul,72,1,-1,0,unknown,no,2025-09-27 02:00:00
45,technician,married,secondary,no,999,yes,no,cellular,20,nov,215,6,188,2,failure,no,2025-09-27 03:00:00
31,management,married,unknown,no,4123,no,no,cellular,21,nov,584,2,-1,0,unknown,no,2025-09-27 04:00:00
52,management,married,primary,no,324,no,no,cellular,9,jul,81,1,-1,0,unknown,no,2025-09-27 05:00:00
29,self-employed,married,secondary,no,425,yes,no,unknown,5,jun,562,15,-1,0,unknown,yes,2025-09-27 06:00:00
49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,yes,2025-09-27 07:00:00
36,management,single,primary,no,51,no,no,telephone,14,jul,179,3,-1,0,unknown,no,2025-09-27 08:00:00
62,retired,married,secondary,no,2917,no,no,cellular,11,oct,123,2,182,2,failure,no,2025-09-27 09:00:00
46,self-employed,married,secondary,no,942,no,no,cellular,11,aug,53,4,-1,0,unknown,no,2025-09-27 10:00:00
31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,-1,0,unknown,yes,2025-09-27 11:00:00
41,technician,married,secondary,no,1043,yes,yes,unknown,14,may,225,1,-1,0,unknown,no,2025-09-27 12:00:00
62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,403,2,-1,0,unknown,yes,2025-09-27 13:00:00
47,blue-collar,married,primary,no,673,yes,yes,unknown,6,jun,118,4,-1,0,unknown,no,2025-09-27 14:00:00
40,admin.,married,tertiary,no,10035,no,no,unknown,9,jun,29,1,-1,0,unknown,no,2025-09-27 15:00:00
29,student,single,tertiary,no,795,no,no,cellular,26,may,258,1,-1,0,unknown,no,2025-09-27 16:00:00
49,services,married,secondary,no,220,yes,no,cellular,28,jul,93,11,-1,0,unknown,no,2025-09-27 17:00:00
38,blue-collar,married,primary,no,0,no,no,unknown,13,may,209,2,-1,0,unknown,no,2025-09-27 18:00:00
32,management,single,tertiary,no,223,no,no,cellular,29,jan,365,1,-1,0,unknown,no,2025-09-27 19:00:00
59,technician,married,secondary,no,0,yes,yes,unknown,28,may,109,1,-1,0,unknown,no,2025-09-27 20:00:00
49,blue-collar,married,secondary,no,298,yes,no,cellular,3,feb,392,3,-1,0,unknown,no,2025-09-27 21:00:00
43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,146,1,failure,no,2025-09-27 22:00:00
55,management,married,tertiary,no,561,no,yes,cellular,11,jul,318,2,-1,0,unknown,no,2025-09-27 23:00:00
46,services,married,secondary,no,2381,yes,no,telephone,12,may,220,3,363,1,other,no,2025-09-28 00:00:00
39,technician,married,tertiary,no,93,no,no,cellular,20,aug,162,2,-1,0,unknown,no,2025-09-28 01:00:00
49,technician,divorced,secondary,no,-96,no,yes,cellular,12,aug,252,3,-1,0,unknown,no,2025-09-28 02:00:00
33,services,married,secondary,no,184,yes,no,unknown,13,may,109,4,-1,0,unknown,no,2025-09-28 03:00:00
36,services,divorced,secondary,no,54,yes,no,cellular,20,nov,355,6,-1,0,unknown,no,2025-09-28 04:00:00
39,admin.,single,secondary,no,163,yes,no,cellular,30,jan,107,2,-1,0,unknown,no,2025-09-28 05:00:00
40,retired,married,secondary,no,1842,no,no,unknown,15,may,56,1,-1,0,unknown,no,2025-09-28 06:00:00
53,services,married,tertiary,no,-3,no,no,cellular,8,aug,133,2,-1,0,unknown,no,2025-09-28 07:00:00
43,management,married,tertiary,no,28,yes,no,cellular,20,nov,73,1,-1,0,unknown,no,2025-09-28 08:00:00
41,technician,married,unknown,no,254,yes,no,unknown,8,may,690,1,-1,0,unknown,no,2025-09-28 09:00:00
33,admin.,married,tertiary,no,88,yes,yes,cellular,18,nov,86,1,-1,0,unknown,no,2025-09-28 10:00:00
51,unknown,married,secondary,no,0,no,no,cellular,13,aug,88,2,-1,0,unknown,no,2025-09-28 11:00:00
37,services,married,secondary,no,0,no,no,unknown,20,jun,12,14,-1,0,unknown,no,2025-09-28 12:00:00
32,admin.,married,secondary,no,0,yes,yes,unknown,1,jul,122,1,-1,0,unknown,no,2025-09-28 13:00:00
28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown,yes,2025-09-28 14:00:00
47,blue-collar,married,secondary,no,-337,yes,yes,cellular,12,may,366,1,-1,0,unknown,no,2025-09-28 15:00:00
54,admin.,single,secondary,no,2423,no,no,unknown,3,jun,75,4,-1,0,unknown,no,2025-09-28 16:00:00
30,technician,single,secondary,no,316,yes,yes,cellular,30,jan,130,2,2,2,other,no,2025-09-28 17:00:00
38,services,single,primary,no,471,yes,no,unknown,21,may,180,1,-1,0,unknown,no,2025-09-28 18:00:00
39,technician,married,tertiary,no,508,no,no,cellular,2,nov,154,3,-1,0,unknown,no,2025-09-28 19:00:00
57,management,married,tertiary,no,297,no,no,cellular,5,feb,633,1,-1,0,unknown,no,2025-09-28 20:00:00
27,admin.,single,secondary,no,-215,yes,no,unknown,20,may,89,3,-1,0,unknown,no,2025-09-28 21:00:00
25,technician,single,secondary,no,945,yes,no,cellular,24,jul,561,4,-1,0,unknown,no,2025-09-28 22:00:00
27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,2,184,1,success,yes,2025-09-28 23:00:00
31,technician,single,secondary,no,674,yes,yes,unknown,3,jun,150,3,-1,0,unknown,no,2025-09-29 00:00:00
32,management,single,tertiary,no,752,yes,no,cellular,15,jul,256,5,-1,0,unknown,no,2025-09-29 01:00:00
35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes,2025-09-29 02:00:00
30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,372,1,186,1,failure,no,2025-09-29 03:00:00
45,self-employed,married,secondary,no,1113,yes,no,unknown,16,may,67,2,-1,0,unknown,no,2025-09-29 04:00:00
40,blue-collar,divorced,secondary,no,-90,yes,no,unknown,28,may,130,1,-1,0,unknown,no,2025-09-29 05:00:00
36,technician,single,tertiary,no,3241,yes,yes,cellular,17,apr,1184,2,-1,0,unknown,no,2025-09-29 06:00:00
39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no,2025-09-29 07:00:00
30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure,yes,2025-09-29 08:00:00
57,retired,married,primary,no,592,no,yes,cellular,28,jul,87,5,-1,0,unknown,no,2025-09-29 09:00:00
26,blue-collar,married,secondary,no,0,yes,no,cellular,6,may,320,3,-1,0,unknown,no,2025-09-29 10:00:00
36,blue-collar,married,secondary,no,-318,yes,no,cellular,14,jul,135,2,-1,0,unknown,no,2025-09-29 11:00:00
47,unemployed,married,tertiary,no,1725,yes,yes,cellular,30,oct,183,2,-1,0,unknown,no,2025-09-29 12:00:00
50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,425,1,306,2,failure,no,2025-09-29 13:00:00
29,self-employed,single,tertiary,no,805,no,no,cellular,1,jul,302,2,128,8,success,no,2025-09-29 14:00:00
47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success,no,2025-09-29 15:00:00
30,services,single,secondary,no,-174,yes,no,unknown,7,may,113,1,-1,0,unknown,no,2025-09-29 16:00:00
62,blue-collar,married,primary,no,1381,no,no,cellular,19,oct,1020,1,-1,0,unknown,no,2025-09-29 17:00:00
39,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,4,-1,0,unknown,no,2025-09-29 18:00:00
31,housemaid,single,secondary,no,540,no,no,unknown,21,may,227,3,-1,0,unknown,no,2025-09-29 19:00:00
36,services,divorced,secondary,no,82,yes,no,cellular,10,jul,226,1,-1,0,unknown,no,2025-09-29 20:00:00
57,retired,married,primary,no,2961,no,no,cellular,20,apr,128,2,-1,0,unknown,no,2025-09-29 21:00:00
36,blue-collar,married,unknown,no,722,yes,no,unknown,20,may,268,2,-1,0,unknown,no,2025-09-29 22:00:00
32,management,single,tertiary,yes,-3,yes,no,unknown,13,may,500,2,-1,0,unknown,no,2025-09-29 23:00:00
58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,no,2025-09-30 00:00:00
51,services,married,secondary,no,0,no,yes,unknown,26,jun,565,3,-1,0,unknown,no,2025-09-30 01:00:00
36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,-1,0,unknown,yes,2025-09-30 02:00:00
40,blue-collar,married,primary,no,540,yes,no,unknown,2,jun,21,1,-1,0,unknown,no,2025-09-30 03:00:00
31,management,single,tertiary,no,9421,no,no,cellular,25,nov,372,1,-1,0,unknown,yes,2025-09-30 04:00:00
46,housemaid,married,primary,no,1676,no,no,unknown,6,jun,56,2,-1,0,unknown,no,2025-09-30 05:00:00
33,blue-collar,married,primary,no,198,yes,no,unknown,7,may,121,2,-1,0,unknown,no,2025-09-30 06:00:00
37,management,married,tertiary,no,596,yes,no,cellular,13,may,281,1,345,2,failure,no,2025-09-30 07:00:00
46,blue-collar,married,primary,no,-169,no,yes,unknown,29,may,336,3,-1,0,unknown,no,2025-09-30 08:00:00
51,technician,married,secondary,no,-1042,yes,no,unknown,27,may,272,2,-1,0,unknown,no,2025-09-30 09:00:00
48,self-employed,married,secondary,no,252,no,no,cellular,7,jul,261,5,-1,0,unknown,no,2025-09-30 10:00:00
53,blue-collar,married,primary,no,901,no,yes,telephone,30,jan,1431,2,-1,0,unknown,no,2025-09-30 11:00:00
32,admin.,married,secondary,no,552,yes,no,cellular,6,may,98,2,-1,0,unknown,no,2025-09-30 12:00:00
32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other,yes,2025-09-30 13:00:00
52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no,2025-09-30 14:00:00
50,blue-collar,single,primary,no,496,yes,no,cellular,8,may,108,1,-1,0,unknown,no,2025-09-30 15:00:00
58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137,1,-1,0,unknown,no,2025-09-30 16:00:00
32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no,2025-09-30 17:00:00
38,admin.,divorced,secondary,no,382,yes,no,cellular,17,apr,397,1,-1,0,unknown,no,2025-09-30 18:00:00
53,blue-collar,married,secondary,no,314,yes,no,unknown,28,may,184,2,-1,0,unknown,no,2025-09-30 19:00:00
22,student,single,secondary,no,144,no,no,cellular,21,aug,116,1,-1,0,unknown,yes,2025-09-30 20:00:00
31,entrepreneur,single,unknown,no,301,yes,no,cellular,4,feb,371,1,-1,0,unknown,no,2025-09-30 21:00:00
32,blue-collar,single,primary,no,405,yes,no,unknown,26,may,200,1,-1,0,unknown,no,2025-09-30 22:00:00
35,blue-collar,married,secondary,no,496,yes,no,cellular,18,nov,135,3,-1,0,unknown,no,2025-09-30 23:00:00
41,admin.,divorced,primary,no,4070,yes,no,unknown,6,may,140,2,-1,0,unknown,no,2025-10-01 00:00:00
49,blue-collar,married,secondary,no,825,yes,no,cellular,17,jul,22,1,-1,0,unknown,no,2025-10-01 01:00:00
39,self-employed,married,tertiary,no,3201,no,no,unknown,6,jun,197,2,-1,0,unknown,no,2025-10-01 02:00:00
42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,may,97,4,-1,0,unknown,no,2025-10-01 03:00:00
56,blue-collar,married,primary,no,-85,yes,yes,unknown,26,may,118,1,-1,0,unknown,no,2025-10-01 04:00:00
53,admin.,married,secondary,no,8892,yes,no,cellular,13,may,177,1,174,1,failure,no,2025-10-01 05:00:00
38,housemaid,divorced,primary,no,359,no,no,unknown,9,jun,242,4,-1,0,unknown,no,2025-10-01 06:00:00
51,self-employed,married,secondary,no,-201,no,yes,cellular,9,jul,153,2,-1,0,unknown,no,2025-10-01 07:00:00
34,services,divorced,secondary,no,107,no,yes,cellular,18,nov,110,2,-1,0,unknown,no,2025-10-01 08:00:00
56,management,divorced,tertiary,no,66,no,yes,cellular,30,jul,72,4,-1,0,unknown,no,2025-10-01 09:00:00
37,blue-collar,divorced,secondary,no,0,yes,yes,cellular,4,feb,131,1,-1,0,unknown,no,2025-10-01 10:00:00
44,technician,married,secondary,no,682,no,no,cellular,27,aug,85,3,-1,0,unknown,no,2025-10-01 11:00:00
30,management,single,tertiary,no,2,no,no,cellular,27,aug,19,21,-1,0,unknown,no,2025-10-01 12:00:00
38,management,married,tertiary,no,0,yes,no,cellular,4,feb,138,1,-1,0,unknown,no,2025-10-01 13:00:00
35,management,married,tertiary,no,1942,yes,no,unknown,8,may,249,1,-1,0,unknown,no,2025-10-01 14:00:00
41,technician,married,secondary,no,1226,no,no,cellular,18,nov,261,1,-1,0,unknown,no,2025-10-01 15:00:00
34,admin.,single,secondary,no,69,yes,no,telephone,6,may,92,3,362,4,other,no,2025-10-01 16:00:00
54,blue-collar,married,secondary,no,5372,yes,no,telephone,3,feb,221,2,-1,0,unknown,no,2025-10-01 17:00:00
33,entrepreneur,married,secondary,no,1996,yes,no,cellular,15,may,72,2,178,1,failure,no,2025-10-01 18:00:00
26,admin.,single,unknown,no,677,no,no,cellular,4,may,399,1,-1,0,unknown,no,2025-10-01 19:00:00
33,services,married,secondary,no,0,no,yes,cellular,8,jul,285,1,-1,0,unknown,no,2025-10-01 20:00:00
57,blue-collar,married,primary,no,403,yes,no,telephone,17,feb,63,2,-1,0,unknown,no,2025-10-01 21:00:00
40,blue-collar,married,secondary,no,-605,yes,yes,unknown,3,jun,143,1,-1,0,unknown,no,2025-10-01 22:00:00
30,housemaid,single,secondary,no,1924,no,no,cellular,6,feb,170,1,-1,0,unknown,no,2025-10-01 23:00:00
40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,unknown,no,2025-10-02 00:00:00
