age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,event_time
45,management,married,tertiary,no,0,yes,yes,unknown,13,may,147,1,-1,0,unknown,no,2025-05-21 12:00:00
45,management,married,secondary,no,1134,no,yes,cellular,9,feb,102,4,-1,0,unknown,no,2025-05-21 13:00:00
59,services,married,primary,no,124,no,no,unknown,17,jun,41,2,-1,0,unknown,no,2025-05-21 14:00:00
39,technician,divorced,secondary,no,511,no,yes,cellular,23,jul,148,1,-1,0,unknown,no,2025-05-21 15:00:00
52,technician,married,unknown,no,2709,yes,no,telephone,9,feb,48,7,-1,0,unknown,no,2025-05-21 16:00:00
33,admin.,single,primary,no,-258,yes,no,unknown,28,may,193,2,-1,0,unknown,no,2025-05-21 17:00:00
53,admin.,married,secondary,no,-1601,no,yes,cellular,13,may,82,2,-1,0,unknown,no,2025-05-21 18:00:00
52,retired,married,secondary,no,411,yes,no,cellular,3,feb,180,3,200,10,other,no,2025-05-21 19:00:00
52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes,2025-05-21 20:00:00
45,technician,married,secondary,no,1686,no,no,cellular,28,jan,355,1,-1,0,unknown,no,2025-05-21 21:00:00
30,blue-collar,married,primary,no,392,yes,no,unknown,19,may,351,1,-1,0,unknown,no,2025-05-21 22:00:00
43,blue-collar,divorced,secondary,no,688,yes,no,cellular,14,may,149,3,-1,0,unknown,no,2025-05-21 23:00:00
40,technician,married,secondary,no,56,no,no,cellular,29,aug,77,2,-1,0,unknown,no,2025-05-22 00:00:00
28,services,single,secondary,no,2954,yes,no,unknown,28,may,149,2,-1,0,unknown,no,2025-05-22 01:00:00
25,technician,married,unknown,no,776,yes,no,unknown,27,may,290,1,-1,0,unknown,no,2025-05-22 02:00:00
37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,-1,0,unknown,yes,2025-05-22 03:00:00
24,student,single,secondary,no,82,yes,no,unknown,5,may,204,2,-1,0,unknown,no,2025-05-22 04:00:00
30,admin.,divorced,secondary,no,377,yes,no,unknown,4,jun,524,15,-1,0,unknown,yes,2025-05-22 05:00:00
45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,62,1,131,1,failure,no,2025-05-22 06:00:00
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no,2025-05-22 07:00:00
26,admin.,married,secondary,no,8,yes,yes,cellular,24,jul,46,1,-1,0,unknown,no,2025-05-22 08:00:00
54,management,married,secondary,no,1150,no,no,cellular,3,apr,660,1,-1,0,unknown,no,2025-05-22 09:00:00
27,admin.,single,secondary,no,456,no,no,cellular,13,may,104,1,-1,0,unknown,no,2025-05-22 10:00:00
27,technician,single,tertiary,no,1976,no,no,cellular,18,mar,394,2,101,1,other,no,2025-05-22 11:00:00
42,management,married,primary,no,0,no,no,unknown,9,jun,108,1,-1,0,unknown,no,2025-05-22 12:00:00
32,technician,single,tertiary,no,390,yes,no,unknown,23,may,85,1,-1,0,unknown,no,2025-05-22 13:00:00
53,management,married,tertiary,no,8563,yes,no,cellular,18,nov,69,1,-1,0,unknown,no,2025-05-22 14:00:00
56,technician,married,primary,no,314,yes,yes,unknown,5,jun,75,1,-1,0,unknown,no,2025-05-22 15:00:00
54,admin.,married,secondary,no,191,yes,yes,telephone,17,nov,44,1,-1,0,unknown,no,2025-05-22 16:00:00
43,admin.,married,secondary,no,1625,yes,yes,cellular,21,jul,56,1,-1,0,unknown,no,2025-05-22 17:00:00
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,jul,195,2,91,10,success,yes,2025-05-22 18:00:00
33,technician,single,tertiary,no,196,yes,no,cellular,12,may,183,5,-1,0,unknown,no,2025-05-22 19:00:00
34,blue-collar,married,secondary,no,406,no,yes,cellular,11,jul,113,2,-1,0,unknown,no,2025-05-22 20:00:00
43,blue-collar,married,primary,no,720,no,no,unknown,25,jun,168,8,-1,0,unknown,no,2025-05-22 21:00:00
45,blue-collar,married,primary,no,-485,yes,no,cellular,7,aug,122,2,-1,0,unknown,no,2025-05-22 22:00:00
41,technician,single,secondary,no,618,no,no,cellular,5,feb,1056,1,-1,0,unknown,no,2025-05-22 23:00:00
50,blue-collar,married,primary,no,40,yes,no,unknown,8,may,152,1,-1,0,unknown,no,2025-05-23 00:00:00
37,services,married,secondary,no,1543,yes,no,cellular,22,may,298,1,10,6,failure,yes,2025-05-23 01:00:00
45,management,married,tertiary,no,766,yes,no,telephone,25,jul,59,15,-1,0,unknown,no,2025-05-23 02:00:00
32,technician,married,secondary,no,3184,yes,no,cellular,11,aug,135,2,-1,0,unknown,no,2025-05-23 03:00:00
33,blue-collar,divorced,secondary,no,0,no,no,cellular,25,jul,374,2,-1,0,unknown,no,2025-05-23 04:00:00
31,entrepreneur,married,tertiary,no,1216,no,no,cellular,8,aug,150,4,-1,0,unknown,no,2025-05-23 05:00:00
46,admin.,married,secondary,no,-143,yes,no,unknown,23,may,1034,9,-1,0,unknown,no,2025-05-23 06:00:00
38,blue-collar,single,secondary,no,397,yes,no,cellular,17,apr,282,1,-1,0,unknown,no,2025-05-23 07:00:00
29,admin.,married,secondary,no,69,yes,no,cellular,13,may,77,4,-1,0,unknown,no,2025-05-23 08:00:00
38,entrepreneur,married,tertiary,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,no,2025-05-23 09:00:00
32,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70,2,-1,0,unknown,no,2025-05-23 10:00:00
31,technician,single,tertiary,no,438,yes,no,cellular,20,nov,165,1,100,2,failure,no,2025-05-23 11:00:00
58,retired,married,primary,no,10628,no,no,cellular,30,jul,189,4,-1,0,unknown,no,2025-05-23 12:00:00
35,technician,married,tertiary,no,489,no,no,cellular,5,aug,592,2,-1,0,unknown,no,2025-05-23 13:00:00
33,technician,single,tertiary,no,109,yes,yes,telephone,15,may,12,4,176,3,other,no,2025-05-23 14:00:00
38,admin.,married,secondary,no,271,no,no,cellular,7,apr,60,3,-1,0,unknown,no,2025-05-23 15:00:00
45,blue-collar,married,primary,no,816,yes,no,unknown,2,jun,80,3,-1,0,unknown,no,2025-05-23 16:00:00
35,blue-collar,married,secondary,no,975,yes,no,cellular,16,jul,102,1,-1,0,unknown,no,2025-05-23 17:00:00
57,retired,married,secondary,no,191,no,no,cellular,14,aug,127,4,-1,0,unknown,no,2025-05-23 18:00:00
46,blue-collar,single,secondary,no,338,yes,no,cellular,20,apr,178,4,-1,0,unknown,no,2025-05-23 19:00:00
43,self-employed,married,tertiary,no,10072,no,no,cellular,24,feb,145,1,100,4,failure,no,2025-05-23 20:00:00
38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,888,2,183,2,failure,yes,2025-05-23 21:00:00
55,entrepreneur,married,tertiary,no,82,no,no,cellular,3,jun,97,1,-1,0,unknown,no,2025-05-23 22:00:00
34,management,married,tertiary,no,8000,no,no,cellular,12,feb,291,1,260,2,failure,yes,2025-05-23 23:00:00
53,technician,divorced,primary,no,-834,yes,yes,cellular,8,jul,130,1,-1,0,unknown,no,2025-05-24 00:00:00
60,retired,married,secondary,no,1390,no,yes,unknown,13,may,58,2,-1,0,unknown,no,2025-05-24 01:00:00
45,management,married,tertiary,yes,-577,yes,yes,cellular,24,jul,204,1,-1,0,unknown,no,2025-05-24 02:00:00
70,management,married,tertiary,no,1295,no,no,cellular,26,mar,698,1,-1,0,unknown,no,2025-05-24 03:00:00
39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,-1,0,unknown,no,2025-05-24 04:00:00
60,blue-collar,married,primary,no,2221,no,no,cellular,6,aug,2191,2,-1,0,unknown,no,2025-05-24 05:00:00
34,unemployed,married,secondary,no,200,yes,no,unknown,26,may,155,6,-1,0,unknown,no,2025-05-24 06:00:00
32,management,single,tertiary,no,643,no,no,cellular,22,oct,287,1,-1,0,unknown,no,2025-05-24 07:00:00
59,blue-collar,divorced,secondary,no,1774,no,yes,cellular,5,feb,14,9,-1,0,unknown,no,2025-05-24 08:00:00
34,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no,2025-05-24 09:00:00
40,blue-collar,married,secondary,no,563,yes,no,unknown,7,may,615,1,-1,0,unknown,no,2025-05-24 10:00:00
47,blue-collar,married,primary,no,430,no,no,unknown,8,may,89,8,-1,0,unknown,no,2025-05-24 11:00:00
24,student,single,secondary,no,8165,no,no,cellular,15,sep,216,1,-1,0,unknown,yes,2025-05-24 12:00:00
45,admin.,married,secondary,no,434,no,yes,cellular,24,jul,180,19,-1,0,unknown,no,2025-05-24 13:00:00
32,admin.,single,secondary,no,708,no,no,unknown,9,may,109,1,-1,0,unknown,no,2025-05-24 14:00:00
52,housemaid,married,tertiary,no,51,no,no,unknown,3,jul,88,1,-1,0,unknown,no,2025-05-24 15:00:00
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown,no,2025-05-24 16:00:00
51,management,single,tertiary,no,0,yes,no,telephone,29,jan,121,1,244,2,failure,no,2025-05-24 17:00:00
45,management,divorced,tertiary,no,2237,yes,no,cellular,8,may,128,3,322,2,failure,no,2025-05-24 18:00:00
44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,788,3,363,4,other,no,2025-05-24 19:00:00
55,blue-collar,married,secondary,no,840,yes,no,unknown,6,may,310,2,-1,0,unknown,no,2025-05-24 20:00:00
40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes,2025-05-24 21:00:00
26,entrepreneur,married,tertiary,no,38,yes,no,cellular,12,may,119,1,294,5,failure,no,2025-05-24 22:00:00
36,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,1,-1,0,unknown,yes,2025-05-24 23:00:00
34,management,married,tertiary,no,468,no,no,cellular,21,aug,104,2,-1,0,unknown,no,2025-05-25 00:00:00
39,technician,divorced,secondary,no,411,yes,no,cellular,7,may,17,2,-1,0,unknown,no,2025-05-25 01:00:00
39,unemployed,married,secondary,no,0,yes,no,unknown,3,jun,73,1,-1,0,unknown,no,2025-05-25 02:00:00
35,management,married,tertiary,no,0,yes,no,cellular,21,jul,295,3,-1,0,unknown,no,2025-05-25 03:00:00
25,technician,single,tertiary,no,3630,no,no,telephone,9,jun,221,7,-1,0,unknown,yes,2025-05-25 04:00:00
44,technician,divorced,tertiary,no,245,yes,no,cellular,2,feb,347,2,-1,0,unknown,no,2025-05-25 05:00:00
33,management,single,tertiary,no,437,yes,no,cellular,20,apr,199,2,150,5,failure,no,2025-05-25 06:00:00
30,technician,single,secondary,no,0,no,no,cellular,27,aug,109,2,-1,0,unknown,no,2025-05-25 07:00:00
49,admin.,married,secondary,no,3620,no,no,cellular,4,may,346,2,-1,0,unknown,no,2025-05-25 08:00:00
29,self-employed,married,tertiary,no,246,no,no,cellular,23,apr,90,14,-1,0,unknown,no,2025-05-25 09:00:00
56,retired,divorced,secondary,no,1005,no,yes,cellular,30,jul,69,4,-1,0,unknown,no,2025-05-25 10:00:00
53,services,married,primary,no,574,yes,no,unknown,20,may,121,2,-1,0,unknown,no,2025-05-25 11:00:00
43,blue-collar,married,primary,no,249,yes,no,cellular,18,may,33,5,298,2,other,no,2025-05-25 12:00:00
40,entrepreneur,married,tertiary,no,121,yes,no,cellular,22,jul,80,1,-1,0,unknown,no,2025-05-25 13:00:00
50,entrepreneur,divorced,tertiary,no,223,no,no,cellular,7,jul,264,5,-1,0,unknown,no,2025-05-25 14:00:00
52,unemployed,married,secondary,no,9139,no,no,cellular,13,aug,684,2,-1,0,unknown,no,2025-05-25 15:00:00
58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,unknown,no,2025-05-25 16:00:00
34,technician,divorced,secondary,no,592,yes,no,cellular,7,may,67,3,-1,0,unknown,no,2025-05-25 17:00:00
34,technician,married,tertiary,no,4,yes,no,telephone,24,jul,70,1,-1,0,unknown,no,2025-05-25 18:00:00
36,blue-collar,married,secondary,no,-251,yes,no,unknown,7,may,162,1,-1,0,unknown,no,2025-05-25 19:00:00
41,technician,married,unknown,no,-391,yes,yes,cellular,23,jul,137,1,-1,0,unknown,no,2025-05-25 20:00:00
35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,unknown,yes,2025-05-25 21:00:00
32,technician,single,tertiary,no,785,yes,no,cellular,21,nov,53,2,-1,0,unknown,no,2025-05-25 22:00:00
27,management,single,tertiary,no,587,no,no,cellular,4,jun,101,3,-1,0,unknown,no,2025-05-25 23:00:00
59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,yes,2025-05-26 00:00:00
52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,unknown,no,2025-05-26 01:00:00
35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,179,2,-1,0,unknown,no,2025-05-26 02:00:00
27,blue-collar,single,primary,no,553,yes,no,unknown,20,jun,157,3,-1,0,unknown,no,2025-05-26 03:00:00
37,management,married,tertiary,no,142,no,no,unknown,20,jun,553,2,-1,0,unknown,no,2025-05-26 04:00:00
47,technician,married,tertiary,no,0,no,no,cellular,17,nov,120,1,-1,0,unknown,no,2025-05-26 05:00:00
37,blue-collar,single,secondary,no,111,yes,no,unknown,9,may,217,2,-1,0,unknown,no,2025-05-26 06:00:00
30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,unknown,no,2025-05-26 07:00:00
46,blue-collar,married,primary,no,248,no,yes,cellular,6,aug,196,2,-1,0,unknown,no,2025-05-26 08:00:00
44,blue-collar,married,primary,no,134,yes,no,cellular,7,may,378,1,-1,0,unknown,no,2025-05-26 09:00:00
33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,44,2,-1,0,unknown,no,2025-05-26 10:00:00
34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure,no,2025-05-26 11:00:00
41,blue-collar,married,primary,no,-52,yes,yes,cellular,20,nov,642,2,-1,0,unknown,no,2025-05-26 12:00:00
28,blue-collar,married,secondary,no,1325,yes,no,cellular,15,may,242,1,-1,0,unknown,no,2025-05-26 13:00:00
32,technician,single,secondary,no,4843,no,no,cellular,8,aug,63,4,-1,0,unknown,no,2025-05-26 14:00:00
33,technician,single,tertiary,no,27,no,no,cellular,19,aug,332,2,-1,0,unknown,no,2025-05-26 15:00:00
40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,-1,0,unknown,no,2025-05-26 16:00:00
33,blue-collar,married,secondary,no,2761,yes,no,cellular,18,may,325,1,-1,0,unknown,no,2025-05-26 17:00:00
51,blue-collar,divorced,primary,no,602,yes,no,cellular,11,may,347,1,284,2,failure,no,2025-05-26 18:00:00
48,management,single,tertiary,no,906,yes,no,telephone,29,jul,289,9,-1,0,unknown,no,2025-05-26 19:00:00
52,technician,married,secondary,no,234,no,no,cellular,17,nov,255,1,-1,0,unknown,yes,2025-05-26 20:00:00
41,services,married,secondary,no,1141,yes,no,cellular,29,jan,75,1,247,1,failure,no,2025-05-26 21:00:00
26,blue-collar,single,secondary,no,1,yes,no,cellular,22,jul,36,2,-1,0,unknown,no,2025-05-26 22:00:00
29,services,married,secondary,no,19,yes,no,cellular,29,jul,327,6,-1,0,unknown,no,2025-05-26 23:00:00
27,services,single,secondary,no,683,yes,no,unknown,9,may,44,3,-1,0,unknown,no,2025-05-27 00:00:00
47,admin.,married,secondary,no,6703,no,no,cellular,14,aug,252,3,-1,0,unknown,no,2025-05-27 01:00:00
35,management,single,tertiary,no,53,no,yes,cellular,12,aug,80,4,-1,0,unknown,no,2025-05-27 02:00:00
56,blue-collar,married,secondary,no,876,yes,no,telephone,18,may,93,2,-1,0,unknown,no,2025-05-27 03:00:00
31,blue-collar,single,secondary,no,75,yes,no,unknown,19,may,346,1,-1,0,unknown,no,2025-05-27 04:00:00
35,technician,married,secondary,no,1368,no,no,cellular,27,may,329,1,41,2,other,yes,2025-05-27 05:00:00
46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown,no,2025-05-27 06:00:00
41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure,yes,2025-05-27 07:00:00
42,technician,married,secondary,no,0,no,yes,unknown,8,may,7,3,-1,0,unknown,no,2025-05-27 08:00:00
34,management,single,tertiary,no,2570,no,no,unknown,28,may,190,3,-1,0,unknown,no,2025-05-27 09:00:00
54,technician,divorced,secondary,no,765,yes,yes,cellular,15,jul,812,3,-1,0,unknown,no,2025-05-27 10:00:00
58,retired,married,primary,no,5506,no,no,telephone,29,jul,81,4,-1,0,unknown,no,2025-05-27 11:00:00
33,technician,single,secondary,no,671,no,no,cellular,8,aug,45,2,-1,0,unknown,no,2025-05-27 12:00:00
38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,no,2025-05-27 13:00:00
38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes,2025-05-27 14:00:00
46,management,married,tertiary,no,466,yes,no,cellular,31,jul,109,8,-1,0,unknown,no,2025-05-27 15:00:00
53,retired,divorced,secondary,no,797,no,no,unknown,20,jun,14,6,-1,0,unknown,no,2025-05-27 16:00:00
38,management,married,tertiary,no,49,no,no,unknown,30,may,108,3,-1,0,unknown,no,2025-05-27 17:00:00
41,unemployed,married,primary,no,2636,no,no,unknown,19,jun,318,1,-1,0,unknown,no,2025-05-27 18:00:00
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no,2025-05-27 19:00:00
40,technician,married,secondary,no,95,no,no,cellular,13,aug,156,4,-1,0,unknown,no,2025-05-27 20:00:00
42,blue-collar,single,secondary,no,583,no,no,cellular,28,jan,567,3,-1,0,unknown,no,2025-05-27 21:00:00
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes,2025-05-27 22:00:00
36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113,3,-1,0,unknown,no,2025-05-27 23:00:00
50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,unknown,no,2025-05-28 00:00:00
32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,may,66,2,-1,0,unknown,no,2025-05-28 01:00:00
51,blue-collar,single,primary,no,368,yes,no,unknown,9,may,205,1,-1,0,unknown,no,2025-05-28 02:00:00
27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,342,10,-1,0,unknown,no,2025-05-28 03:00:00
58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure,no,2025-05-28 04:00:00
39,admin.,single,secondary,no,573,yes,no,unknown,7,may,329,1,-1,0,unknown,no,2025-05-28 05:00:00
59,self-employed,married,primary,no,0,yes,no,telephone,28,jul,97,2,-1,0,unknown,no,2025-05-28 06:00:00
38,admin.,married,secondary,no,47,yes,yes,cellular,31,jul,50,11,-1,0,unknown,no,2025-05-28 07:00:00
65,management,married,secondary,no,5251,no,no,telephone,14,apr,226,5,-1,0,unknown,no,2025-05-28 08:00:00
48,housemaid,married,primary,no,379,no,no,cellular,17,jul,402,2,-1,0,unknown,no,2025-05-28 09:00:00
40,technician,single,primary,no,340,yes,no,unknown,29,may,146,1,-1,0,unknown,no,2025-05-28 10:00:00
51,retired,married,secondary,no,3003,yes,no,cellular,7,jul,149,3,-1,0,unknown,no,2025-05-28 11:00:00
29,technician,married,secondary,no,7836,yes,no,unknown,19,jun,155,1,-1,0,unknown,no,2025-05-28 12:00:00
48,entrepreneur,married,unknown,no,3233,no,no,unknown,9,jun,66,6,-1,0,unknown,no,2025-05-28 13:00:00
39,blue-collar,married,secondary,no,660,yes,yes,cellular,20,nov,180,1,185,2,failure,no,2025-05-28 14:00:00
45,management,married,tertiary,no,5450,no,no,cellular,8,aug,188,2,-1,0,unknown,no,2025-05-28 15:00:00
21,technician,single,secondary,no,519,no,no,unknown,4,oct,5,1,-1,0,unknown,no,2025-05-28 16:00:00
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97,12,other,yes,2025-05-28 17:00:00
36,management,divorced,tertiary,yes,-1,yes,yes,unknown,23,may,268,1,-1,0,unknown,no,2025-05-28 18:00:00
54,retired,married,secondary,no,529,yes,no,unknown,5,may,1492,1,-1,0,unknown,no,2025-05-28 19:00:00
54,unemployed,single,tertiary,no,252,yes,no,cellular,21,jul,101,1,-1,0,unknown,no,2025-05-28 20:00:00
47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no,2025-05-28 21:00:00
34,blue-collar,married,primary,no,602,yes,no,cellular,16,jul,680,1,-1,0,unknown,no,2025-05-28 22:00:00
42,blue-collar,single,primary,no,-68,yes,yes,unknown,26,may,167,1,-1,0,unknown,no,2025-05-28 23:00:00
